age,gender,height,weight,workout_type,duration,calories_burned,intensity,calories_intake,bmi,goal_A,goal_B,goal_C,goal_D,goal_E,goal_F,goal_G,goal_H
41,Female,198,86,1,93,198,Low,3385,21.93653708805224,0,0,0,1,0,0,1,1
32,Female,156,86,2,108,595,Low,2661,35.33859303090072,0,1,0,0,0,0,0,0
51,Male,192,79,0,42,224,High,2059,21.43012152777778,0,0,0,1,0,0,1,0
52,Male,157,92,5,46,978,Medium,3645,37.32402937238833,0,1,0,0,0,0,1,1
48,Other,166,102,5,90,619,Medium,1779,37.015532007548266,0,1,0,0,0,0,1,1
42,Male,182,76,2,103,207,High,3579,22.944088878154812,0,0,1,1,0,0,0,0
40,Male,193,104,1,40,738,Medium,3677,27.92021262315767,0,1,0,1,0,0,1,1
54,Other,194,98,5,91,110,Low,2535,26.03889892655968,0,1,0,1,0,0,1,1
45,Female,161,80,2,72,102,Medium,1837,30.86300682844026,0,1,0,0,0,0,0,0
28,Other,193,88,1,60,837,Low,2652,23.624795296518027,0,0,0,1,0,0,1,1
29,Female,165,80,0,77,785,High,1814,29.384756657483933,0,1,0,1,0,0,1,0
44,Male,174,72,0,39,979,Medium,3336,23.781212841854934,0,0,0,1,0,0,1,0
50,Female,168,117,2,26,217,High,3715,41.454081632653065,0,1,0,0,0,0,0,0
34,Female,169,56,5,100,896,Medium,1604,19.607156612163443,0,0,0,1,0,1,1,1
33,Other,159,63,0,28,417,Medium,2268,24.919900320398717,0,0,0,1,0,0,1,0
53,Other,197,76,5,71,869,Low,1506,19.58308639748512,0,0,0,1,0,0,1,1
58,Other,185,89,0,24,227,Medium,3811,26.004382761139514,0,0,0,1,0,0,1,0
43,Female,155,111,2,55,827,Medium,3704,46.20187304890738,0,1,0,0,0,0,0,0
53,Female,169,116,2,73,364,Low,1630,40.61482441090999,0,1,0,0,0,0,0,0
45,Other,183,55,2,113,650,Low,2502,16.423303174176592,0,0,1,0,0,0,0,0
28,Male,181,114,2,70,242,Low,2679,34.79747260462135,0,1,0,0,0,0,0,0
31,Female,150,79,4,104,213,High,2674,35.111111111111114,0,0,0,0,1,0,1,1
19,Female,178,66,1,84,658,High,3276,20.830703194041156,0,0,0,1,0,0,0,1
44,Male,161,87,4,34,313,High,2438,33.56351992592878,0,0,0,0,1,0,1,1
50,Other,168,114,3,25,803,High,1919,40.39115646258504,0,1,0,0,1,0,1,0
59,Female,192,60,2,59,895,Medium,3563,16.276041666666668,0,0,0,0,0,0,0,0
49,Male,176,71,5,61,691,Medium,3044,22.920971074380166,0,0,0,1,0,0,1,1
59,Other,164,104,4,43,597,Medium,2880,38.667459845330164,0,0,0,0,1,0,1,1
34,Male,176,74,5,59,342,Medium,1802,23.889462809917354,0,0,0,1,0,1,1,1
39,Other,189,108,2,19,673,Low,2921,30.234315948601665,0,1,0,0,0,0,0,0
51,Male,192,119,1,113,402,Low,2745,32.28081597222222,0,1,0,0,0,0,1,1
52,Other,161,118,3,77,599,High,2363,45.52293507194938,0,1,0,0,1,0,1,0
26,Female,177,79,3,81,272,Low,1835,25.2162533116282,0,1,1,0,1,0,1,0
47,Male,154,107,4,88,486,High,1822,45.11722044189577,0,0,0,0,1,0,1,1
24,Male,163,108,1,89,578,Low,2050,40.64887651021868,0,1,0,0,0,0,0,1
59,Male,154,116,2,108,339,Low,1590,48.912126834204756,0,0,0,0,0,0,0,0
52,Female,195,72,1,50,962,Medium,3471,18.93491124260355,0,0,0,1,0,0,1,1
24,Female,174,100,4,94,833,Medium,3905,33.029462280354075,0,0,0,0,1,0,0,1
48,Female,158,114,3,74,648,Low,2997,45.665758692517215,0,1,0,0,1,0,1,0
55,Female,160,95,4,66,927,Low,2919,37.10937499999999,0,0,0,0,1,0,1,1
58,Male,178,100,2,110,740,Medium,3726,31.561671506122963,0,0,0,0,0,0,0,0
41,Male,172,55,1,114,116,Low,2015,18.591130340724717,0,0,0,1,0,0,1,1
31,Male,175,95,2,73,509,Medium,1896,31.020408163265305,0,1,0,0,0,0,0,0
51,Other,180,90,4,110,616,High,2539,27.777777777777775,0,0,0,0,1,0,1,1
51,Male,184,72,4,47,799,Low,2983,21.266540642722116,0,0,0,0,1,0,1,1
32,Female,180,116,0,118,256,Medium,3401,35.80246913580247,0,1,0,0,0,0,1,0
48,Other,167,106,4,23,333,Medium,3197,38.00781670192549,0,0,0,0,1,0,1,1
37,Male,154,102,5,73,678,Low,1792,43.008939112835215,0,1,0,0,0,0,1,1
34,Male,160,110,0,18,589,Low,3560,42.96874999999999,0,1,0,0,0,0,1,0
29,Female,176,116,0,78,405,High,2503,37.44834710743802,0,1,0,0,0,0,1,0
40,Male,177,109,2,101,217,Medium,2109,34.79204570844904,0,1,0,0,0,0,0,0
18,Male,152,82,5,73,556,Medium,2517,35.49168975069252,0,1,0,0,0,0,0,1
51,Female,156,72,1,55,969,Medium,3455,29.585798816568044,0,1,0,1,0,0,1,1
41,Other,174,118,3,111,932,Medium,1793,38.97476549081781,0,1,0,0,1,0,1,0
34,Other,182,50,3,98,644,Low,2875,15.094795314575533,0,0,1,0,1,0,1,0
22,Female,181,61,0,80,718,Medium,2462,18.619700253350018,0,0,0,1,0,1,0,0
42,Female,191,118,4,54,410,High,2404,32.34560456127848,0,0,0,0,1,0,1,1
34,Other,160,87,2,22,335,High,3042,33.98437499999999,0,1,0,0,0,0,0,0
29,Male,159,110,3,74,912,High,3806,43.51093706736284,0,1,0,0,1,0,1,0
31,Male,169,101,0,90,146,Medium,2885,35.36290746122335,0,1,0,0,0,0,1,0
51,Male,197,93,5,84,915,Medium,3860,23.963513617975213,0,0,0,1,0,0,1,1
31,Other,180,118,1,60,256,Low,3594,36.41975308641975,0,1,0,0,0,0,1,1
51,Female,177,58,0,40,986,Medium,2797,18.513198633853616,0,0,0,1,0,0,1,0
20,Other,187,94,1,31,973,Low,2229,26.88095170007721,0,1,0,1,0,0,0,1
52,Other,173,80,4,40,182,Medium,2512,26.729927495071667,0,0,0,0,1,0,1,1
54,Male,195,117,0,58,597,Medium,3106,30.76923076923077,0,1,0,0,0,0,1,0
24,Male,170,59,5,54,259,Medium,3509,20.41522491349481,0,0,0,1,0,1,0,1
37,Male,175,119,0,23,288,High,3070,38.857142857142854,0,1,0,0,0,0,1,0
27,Other,178,104,3,60,255,Low,3476,32.82413836636788,0,1,0,0,1,0,1,0
19,Other,175,108,2,50,494,Medium,2183,35.265306122448976,0,1,0,0,0,0,0,0
34,Other,155,119,5,111,561,Low,3760,49.53173777315296,0,1,0,0,0,0,1,1
33,Female,169,79,3,92,923,Low,3165,27.660095935016283,0,1,1,0,1,0,1,0
39,Female,181,85,5,55,962,High,3511,25.94548395958609,0,1,0,1,0,0,1,1
19,Male,190,102,3,13,699,Medium,1684,28.254847645429365,0,1,1,0,1,0,0,0
18,Male,186,109,5,85,755,Medium,2792,31.50653254711527,0,1,0,0,0,0,0,1
50,Male,186,96,0,96,407,Low,2935,27.748872702046476,0,1,0,1,0,0,1,0
43,Male,170,61,2,104,710,High,2190,21.107266435986162,0,0,1,1,0,0,0,0
20,Male,192,80,2,96,559,Low,1812,21.70138888888889,1,0,1,1,0,1,0,0
20,Other,182,79,1,91,282,Medium,1961,23.849776597029344,0,0,0,1,0,0,0,1
44,Female,171,55,0,27,919,High,3570,18.80920625149619,0,0,0,1,0,0,1,0
59,Male,155,51,2,22,777,Medium,3054,21.227887617065555,0,0,0,1,0,0,0,0
36,Male,153,91,1,116,880,Medium,2485,38.87393737451408,0,1,0,0,0,0,1,1
40,Male,168,118,1,85,130,High,1640,41.808390022675745,0,1,0,0,0,0,1,1
53,Female,194,87,1,109,479,Low,3693,23.11616537357849,0,0,0,1,0,0,1,1
23,Male,179,119,2,108,961,Medium,3335,37.13991448456665,0,1,0,0,0,0,0,0
52,Other,178,72,3,109,147,Low,3321,22.724403484408533,0,0,0,0,1,0,1,0
29,Male,166,60,0,73,472,High,1804,21.773842357381334,0,0,0,1,0,1,1,0
41,Male,155,104,1,71,627,Medium,2209,43.2882414151925,0,1,0,0,0,0,1,1
33,Other,184,101,2,29,607,Medium,3604,29.832230623818525,0,1,1,1,0,0,0,0
32,Other,168,76,0,39,667,Low,2214,26.92743764172336,0,1,0,1,0,0,1,0
19,Other,191,76,4,77,668,High,3770,20.832762259806476,0,0,0,0,1,1,0,1
19,Male,165,101,3,108,168,Medium,2025,37.09825528007347,0,1,0,0,1,0,0,0
48,Other,173,52,3,67,175,High,2085,17.374452871796585,0,0,1,0,1,0,1,0
19,Male,183,119,0,77,291,Medium,2020,35.534055958672994,0,1,0,0,0,0,0,0
39,Female,176,53,4,92,494,Medium,3629,17.110020661157026,0,0,0,0,1,0,1,1
53,Other,169,109,0,23,356,Low,2486,38.163929834389556,0,1,0,0,0,0,1,0
32,Female,195,81,0,109,170,High,3826,21.301775147928996,0,0,0,1,0,1,1,0
25,Male,188,83,5,29,228,Low,3554,23.48347668628339,0,0,0,1,0,1,1,1
59,Male,151,86,2,64,211,Low,1602,37.71764396298408,0,0,0,0,0,0,0,0
38,Male,183,66,5,38,762,Medium,3813,19.70796380901191,0,0,0,1,0,0,1,1
53,Other,160,110,2,29,317,Medium,3999,42.96874999999999,0,1,0,0,0,0,0,0
45,Male,179,89,4,30,743,High,3851,27.776910832995224,0,0,0,0,1,0,1,1
59,Male,157,60,0,112,999,High,3796,24.341758286340216,0,0,0,1,0,0,1,0
24,Female,164,60,3,114,386,Low,3419,22.308149910767405,1,0,1,0,1,1,0,0
50,Female,190,96,3,58,443,High,2171,26.59279778393352,0,1,1,0,1,0,1,0
25,Other,168,69,4,21,340,Low,3233,24.44727891156463,0,0,0,0,1,1,1,1
40,Male,182,111,2,70,231,Low,2952,33.510445598357684,0,1,0,0,0,0,0,0
32,Female,170,87,2,10,502,Medium,3486,30.103806228373706,0,1,0,0,0,0,0,0
47,Female,187,99,5,15,392,High,3631,28.310789556464293,0,1,0,1,0,0,1,1
36,Female,177,111,2,49,250,Medium,2688,35.43043186823709,0,1,0,0,0,0,0,0
49,Other,161,109,0,68,611,High,3254,42.05084680374985,0,1,0,0,0,0,1,0
50,Male,180,59,2,42,798,Low,2604,18.209876543209877,0,0,1,0,0,0,0,0
18,Male,176,50,3,57,117,Low,2505,16.141528925619834,0,0,1,0,1,0,0,0
25,Male,162,80,4,114,424,High,3562,30.48315805517451,0,0,0,0,1,0,1,1
54,Other,197,86,5,57,713,Medium,1838,22.159808291891057,0,0,0,1,0,0,1,1
48,Female,193,56,5,61,922,Medium,2407,15.033960643238744,0,0,0,0,0,0,1,1
42,Female,191,113,4,89,313,Medium,1718,30.97502809681752,0,0,0,0,1,0,1,1
44,Other,157,119,1,58,928,High,3211,48.27782060124143,0,1,0,0,0,0,1,1
22,Male,174,59,5,34,831,High,3568,19.487382745408905,0,0,0,1,0,1,0,1
42,Other,190,103,5,65,509,Medium,2929,28.531855955678672,0,1,0,1,0,0,1,1
48,Female,156,107,0,15,668,Medium,2075,43.96778435239973,0,1,0,0,0,0,1,0
56,Other,169,117,5,41,973,Low,3602,40.96495220755576,0,0,0,0,0,0,1,1
24,Other,174,113,2,95,619,Low,3385,37.323292376800104,0,1,0,0,0,0,0,0
51,Other,197,65,0,66,388,Medium,2346,16.74869231363859,0,0,0,0,0,0,1,0
59,Other,199,83,3,95,348,Low,2142,20.959066690235094,0,0,0,0,1,0,1,0
38,Other,182,80,1,91,406,High,2739,24.151672503320853,0,0,0,1,0,0,1,1
39,Male,189,110,1,60,168,Medium,1905,30.794210688390585,0,1,0,0,0,0,1,1
24,Female,151,79,1,40,955,Low,3180,34.64760317529933,0,1,0,0,0,0,0,1
31,Other,183,103,2,14,534,Low,2441,30.756367762548894,0,1,0,0,0,0,0,0
59,Female,175,68,5,18,460,Low,1981,22.20408163265306,0,0,0,1,0,0,1,1
49,Other,159,61,4,25,113,Low,2296,24.128792373719392,0,0,0,0,1,0,1,1
47,Other,160,78,5,11,608,Low,1614,30.468749999999993,0,1,0,0,0,0,1,1
18,Other,165,103,3,57,984,Medium,3052,37.832874196510566,0,1,0,0,1,0,0,0
39,Male,153,62,1,35,164,High,2600,26.48553974966893,0,1,0,1,0,0,1,1
44,Female,192,103,5,31,860,High,3752,27.940538194444446,0,1,0,1,0,0,1,1
29,Male,161,105,2,61,556,Low,3929,40.507696462327836,0,1,0,0,0,0,0,0
33,Male,151,91,4,10,316,Medium,1816,39.91053023990176,0,0,0,0,1,0,1,1
46,Female,162,99,4,73,100,High,3639,37.722908093278456,0,0,0,0,1,0,1,1
33,Female,152,68,4,20,727,High,2830,29.43213296398892,0,0,0,0,1,0,1,1
54,Female,153,110,2,11,228,High,2732,46.99047374941262,0,1,0,0,0,0,0,0
21,Other,198,97,0,65,767,Medium,2281,24.742373227221712,0,0,0,1,0,1,0,0
29,Female,173,82,1,14,612,Medium,3512,27.39817568244846,0,1,0,1,0,0,1,1
37,Male,188,71,4,14,371,Medium,2183,20.088275237664103,0,0,0,0,1,0,1,1
46,Female,199,83,0,10,923,High,3223,20.959066690235094,0,0,0,1,0,0,1,0
26,Female,151,112,5,96,718,Low,3838,49.120652602956014,0,1,0,0,0,0,1,1
19,Male,159,91,2,85,471,Low,3851,35.99541157390926,0,1,0,0,0,0,0,0
27,Female,168,116,2,75,161,High,3441,41.09977324263039,0,1,0,0,0,0,0,0
36,Male,192,68,4,88,222,Low,2423,18.446180555555557,0,0,0,0,1,0,1,1
21,Other,189,63,3,109,701,Low,3644,17.63668430335097,0,0,1,0,1,0,0,0
54,Female,171,119,0,75,232,Low,1878,40.696282616873575,0,1,0,0,0,0,1,0
34,Other,182,81,5,35,368,Low,2144,24.453568409612362,0,0,0,1,0,1,1,1
35,Other,160,94,4,29,624,Medium,2266,36.71874999999999,0,0,0,0,1,0,1,1
39,Male,170,101,4,12,563,Medium,3351,34.94809688581315,0,0,0,0,1,0,1,1
55,Other,183,72,1,52,270,High,1564,21.49959688255845,0,0,0,1,0,0,1,1
46,Female,190,101,4,108,363,Medium,1676,27.977839335180057,0,0,0,0,1,0,1,1
18,Other,150,114,2,29,588,Medium,2153,50.666666666666664,0,1,0,0,0,0,0,0
46,Other,172,74,2,114,479,High,2348,25.013520822065985,0,1,1,1,0,0,0,0
34,Other,199,96,3,38,788,Medium,3550,24.24181207545264,1,0,1,0,1,1,1,0
55,Female,181,90,0,76,282,Low,2569,27.471688898385274,0,1,0,1,0,0,1,0
27,Female,192,103,1,116,903,High,3076,27.940538194444446,0,1,0,1,0,0,1,1
56,Other,154,98,2,72,473,Medium,1614,41.32231404958678,0,0,0,0,0,0,0,0
52,Female,182,107,2,56,455,Medium,2680,32.30286197319164,0,1,0,0,0,0,0,0
18,Other,185,95,2,52,255,Low,2868,27.757487216946675,0,1,1,1,0,0,0,0
59,Male,180,85,3,58,149,Low,1603,26.234567901234566,0,0,0,0,1,0,1,0
56,Other,197,92,3,23,920,Low,3256,23.70584142853462,0,0,0,0,1,0,1,0
53,Female,167,71,4,78,712,Low,3757,25.458065904119906,0,0,0,0,1,0,1,1
42,Male,186,70,5,99,599,High,2453,20.23355301190889,0,0,0,1,0,0,1,1
55,Female,192,92,2,74,235,High,3359,24.95659722222222,0,0,0,1,0,0,0,0
40,Female,181,108,0,20,936,Low,3781,32.96602667806233,0,1,0,0,0,0,1,0
49,Male,173,103,0,107,354,Low,2850,34.414781649904775,0,1,0,0,0,0,1,0
43,Female,152,64,3,87,459,High,3928,27.700831024930746,0,1,1,0,1,0,1,0
37,Male,152,82,0,81,733,Low,1563,35.49168975069252,0,1,0,0,0,0,1,0
44,Male,175,108,1,43,564,High,3013,35.265306122448976,0,1,0,0,0,0,1,1
19,Male,152,85,4,53,396,Medium,2502,36.79016620498615,0,0,0,0,1,0,0,1
42,Female,153,119,0,17,419,Low,3192,50.83514887436456,0,1,0,0,0,0,1,0
34,Other,175,52,1,35,309,Low,3250,16.979591836734695,0,0,0,0,0,0,1,1
36,Other,187,88,5,14,197,High,3768,25.165146272412706,0,1,0,1,0,0,1,1
55,Male,196,104,0,23,129,Low,2516,27.072053311120367,0,1,0,1,0,0,1,0
41,Other,165,86,0,106,131,Low,3555,31.58861340679523,0,1,0,0,0,0,1,0
34,Male,160,118,2,57,824,Low,3314,46.09374999999999,0,1,0,0,0,0,0,0
25,Male,177,51,3,96,170,Medium,1521,16.278847074595422,0,0,1,0,1,0,1,0
20,Female,155,51,3,91,398,Low,2465,21.227887617065555,1,0,1,0,1,1,0,0
42,Male,161,81,1,39,847,High,3164,31.24879441379576,0,1,0,0,0,0,1,1
49,Other,191,93,3,98,855,High,3665,25.492722238973712,0,1,1,0,1,0,1,0
24,Male,169,67,3,97,154,Low,2386,23.458562375266975,1,0,1,0,1,1,0,0
44,Male,162,103,0,43,256,Low,3710,39.24706599603718,0,1,0,0,0,0,1,0
46,Male,197,117,3,113,149,Medium,3767,30.14764616454946,0,1,0,0,1,0,1,0
26,Other,175,64,4,94,342,High,2902,20.897959183673468,0,0,0,0,1,1,1,1
29,Female,166,88,5,108,163,High,2894,31.934968790825955,0,1,0,0,0,0,1,1
57,Female,188,95,5,87,185,High,3149,26.87867813490267,0,0,0,1,0,0,1,1
35,Male,163,112,2,65,433,Low,3935,42.15439045504159,0,1,0,0,0,0,0,0
43,Female,188,51,2,83,325,High,2693,14.42960615663196,0,0,1,0,0,0,0,0
47,Other,150,93,0,65,781,Medium,3856,41.333333333333336,0,1,0,0,0,0,1,0
48,Other,167,80,2,41,163,Medium,3192,28.685144680698485,0,1,1,1,0,0,0,0
55,Other,150,95,3,63,687,Medium,3177,42.22222222222222,0,1,0,0,1,0,1,0
31,Female,198,110,4,58,171,Low,1868,28.058361391694724,0,0,0,0,1,0,1,1
22,Male,191,106,2,74,598,Low,3090,29.05622104657219,0,1,1,1,0,0,0,0
36,Male,150,109,3,36,457,Low,3927,48.44444444444444,0,1,0,0,1,0,1,0
20,Female,186,74,3,35,400,Low,2862,21.389756041160826,1,0,1,0,1,1,0,0
18,Other,153,67,5,63,582,Medium,1786,28.621470374642232,0,1,0,1,0,0,0,1
32,Female,173,61,4,26,490,Medium,3317,20.381569714992146,0,0,0,0,1,1,1,1
33,Female,173,112,1,99,110,Medium,2473,37.421898493100336,0,1,0,0,0,0,1,1
39,Male,168,89,3,96,359,Low,2590,31.533446712018144,0,1,0,0,1,0,1,0
33,Female,162,55,3,106,886,High,3216,20.957171162932475,1,0,1,0,1,1,1,0
23,Female,182,82,0,51,384,Medium,2289,24.755464315903875,0,0,0,1,0,1,0,0
30,Other,171,60,5,99,504,High,3164,20.519134092541297,0,0,0,1,0,1,1,1
26,Male,199,92,4,109,169,Medium,1909,23.23173657230878,0,0,0,0,1,1,1,1
39,Female,167,79,1,38,256,High,1912,28.326580372189753,0,1,0,1,0,0,1,1
41,Female,184,96,2,14,570,Medium,1524,28.35538752362949,0,1,1,1,0,0,0,0
52,Other,161,75,4,109,372,Medium,2925,28.93406890166274,0,0,0,0,1,0,1,1
53,Other,186,63,2,43,143,High,2576,18.210197710718,0,0,0,0,0,0,0,0
48,Other,183,52,3,13,376,Low,1795,15.527486637403324,0,0,1,0,1,0,1,0
20,Other,163,61,3,86,417,High,2798,22.95908765854944,1,0,1,0,1,1,0,0
31,Female,188,92,4,119,388,Low,3488,26.029877772747852,0,0,0,0,1,0,1,1
25,Male,189,51,3,89,551,Medium,2406,14.277315864617453,0,0,1,0,1,0,1,0
26,Other,179,88,4,40,147,High,1725,27.46481071127618,0,0,0,0,1,0,1,1
23,Male,159,56,5,107,717,High,3113,22.151022507021082,0,0,0,1,0,1,0,1
37,Female,180,90,3,114,357,Medium,1541,27.777777777777775,0,1,1,0,1,0,1,0
30,Male,154,114,5,97,961,Low,3705,48.068814302580535,0,1,0,0,0,0,1,1
47,Other,155,104,0,91,989,Medium,2961,43.2882414151925,0,1,0,0,0,0,1,0
20,Female,165,77,4,107,925,Low,3726,28.282828282828287,0,0,0,0,1,0,0,1
29,Male,184,60,4,13,780,Medium,1875,17.72211720226843,0,0,0,0,1,0,1,1
40,Other,164,65,4,19,871,Medium,2758,24.167162403331353,0,0,0,0,1,0,1,1
39,Male,156,75,2,76,976,Low,2139,30.818540433925047,0,1,0,0,0,0,0,0
34,Male,191,96,0,27,772,Medium,2881,26.315068117650284,0,1,0,1,0,0,1,0
24,Female,162,59,2,103,762,Low,3234,22.481329065691202,1,0,1,1,0,1,0,0
31,Female,165,61,5,89,426,High,3304,22.4058769513315,0,0,0,1,0,1,1,1
46,Male,160,62,0,90,399,High,2698,24.218749999999996,0,0,0,1,0,0,1,0
42,Male,191,118,2,24,807,High,1734,32.34560456127848,0,1,0,0,0,0,0,0
37,Male,187,77,3,56,532,High,2467,22.019502988361115,1,0,1,0,1,0,1,0
28,Other,166,108,4,116,862,Low,1633,39.1929162432864,0,0,0,0,1,0,1,1
44,Female,178,79,0,33,889,High,2591,24.933720489837143,0,0,0,1,0,0,1,0
40,Other,181,64,2,107,761,Low,3310,19.53542321662953,1,0,1,1,0,0,0,0
59,Other,193,68,4,59,611,Low,2986,18.255523638218477,0,0,0,0,1,0,1,1
30,Male,184,92,2,75,464,Medium,2777,27.173913043478258,0,1,1,1,0,0,0,0
57,Male,155,113,4,91,819,High,2233,47.03433922996878,0,0,0,0,1,0,1,1
52,Other,166,108,5,67,714,High,3270,39.1929162432864,0,1,0,0,0,0,1,1
57,Male,150,92,3,55,652,Medium,3328,40.888888888888886,0,0,0,0,1,0,1,0
30,Other,161,72,3,45,769,Low,2103,27.776706145596233,0,1,1,0,1,0,1,0
26,Female,160,100,1,33,396,Low,3251,39.06249999999999,0,1,0,0,0,0,1,1
52,Other,184,117,3,112,423,High,2378,34.55812854442344,0,1,0,0,1,0,1,0
54,Male,189,87,4,10,678,Low,3014,24.355421180818006,0,0,0,0,1,0,1,1
49,Female,192,95,2,38,348,Low,2986,25.770399305555557,0,1,1,1,0,0,0,0
21,Male,173,72,2,100,507,Low,3758,24.0569347455645,1,0,1,1,0,1,0,0
51,Male,165,118,5,59,994,Medium,3217,43.3425160697888,0,1,0,0,0,0,1,1
21,Female,161,102,4,58,318,Medium,2602,39.35033370626133,0,0,0,0,1,0,0,1
49,Other,180,56,5,105,348,Low,1772,17.28395061728395,0,0,0,0,0,0,1,1
40,Female,186,55,0,47,513,Low,2926,15.897791652214126,0,0,0,0,0,0,1,0
22,Female,170,55,4,66,997,High,2222,19.031141868512112,0,0,0,0,1,1,0,1
21,Male,182,109,4,102,100,Medium,2639,32.906653785774665,0,0,0,0,1,0,0,1
22,Other,194,85,5,24,707,Medium,2990,22.584759273036454,0,0,0,1,0,1,0,1
26,Other,163,114,4,61,491,High,3361,42.90714742745305,0,0,0,0,1,0,1,1
32,Male,187,105,1,28,434,Low,1873,30.026594984128796,0,1,0,0,0,0,1,1
54,Female,169,63,5,99,888,Medium,3090,22.058051188683873,0,0,0,1,0,0,1,1
37,Other,177,52,5,12,134,Medium,3274,16.59804015448945,0,0,0,0,0,0,1,1
40,Male,175,78,2,68,692,Low,3436,25.46938775510204,0,1,1,1,0,0,0,0
31,Other,150,62,3,67,562,High,3070,27.555555555555557,0,1,1,0,1,0,1,0
36,Other,151,53,4,99,388,Low,3732,23.244594535327398,0,0,0,0,1,0,1,1
46,Male,194,75,5,13,513,High,1890,19.927728770326283,0,0,0,1,0,0,1,1
49,Other,190,104,3,39,976,Low,2984,28.80886426592798,0,1,1,0,1,0,1,0
43,Male,164,98,5,87,508,Medium,3224,36.43664485425343,0,1,0,0,0,0,1,1
41,Other,158,88,0,76,540,High,3538,35.250761095978206,0,1,0,0,0,0,1,0
26,Other,180,97,4,93,836,High,2377,29.93827160493827,0,0,0,0,1,0,1,1
26,Female,154,105,1,117,780,Medium,2328,44.27390791027155,0,1,0,0,0,0,1,1
20,Female,154,83,3,65,899,Low,3771,34.99747006240513,0,1,0,0,1,0,0,0
27,Male,154,99,4,110,197,Medium,1588,41.74397031539889,0,0,0,0,1,0,1,1
33,Other,160,67,2,73,613,Low,3044,26.171874999999996,0,1,1,1,0,0,0,0
45,Other,157,112,1,115,527,Medium,3874,45.4379488011684,0,1,0,0,0,0,1,1
57,Other,198,116,2,90,148,Medium,2634,29.58881746760535,0,0,0,1,0,0,0,0
59,Female,154,79,3,67,991,High,2851,33.310844999156686,0,0,0,0,1,0,1,0
33,Male,199,94,2,60,627,Low,2428,23.73677432388071,1,0,1,1,0,1,0,0
20,Other,180,74,5,54,881,Low,3775,22.839506172839506,0,0,0,1,0,1,0,1
51,Other,186,117,0,34,748,High,1612,33.818938605619145,0,1,0,0,0,0,1,0
44,Male,153,53,4,47,915,Medium,1933,22.64086462471699,0,0,0,0,1,0,1,1
27,Male,156,52,3,40,187,Low,2020,21.367521367521366,1,0,1,0,1,1,1,0
57,Female,193,101,1,39,366,Medium,2890,27.114821874412737,0,0,0,1,0,0,1,1
18,Male,158,80,0,12,266,High,2999,32.046146450889275,0,1,0,0,0,0,0,0
39,Female,174,102,0,108,834,High,3152,33.69005152596116,0,1,0,0,0,0,1,0
58,Other,154,50,1,42,729,Medium,3092,21.0828132906055,0,0,0,1,0,0,1,1
37,Female,189,94,2,108,698,High,2078,26.315052770079227,0,1,1,1,0,0,0,0
36,Male,180,106,4,57,660,Low,3110,32.716049382716044,0,0,0,0,1,0,1,1
57,Other,156,57,2,15,985,High,3269,23.422090729783037,0,0,0,1,0,0,0,0
52,Male,158,65,3,23,666,Low,2234,26.037493991347535,0,1,0,0,1,0,1,0
38,Male,158,57,4,50,781,Low,1989,22.832879346258608,0,0,0,0,1,0,1,1
50,Male,154,83,5,41,277,Low,3764,34.99747006240513,0,1,0,0,0,0,1,1
28,Other,164,114,3,58,960,Low,3730,42.38548483045807,0,1,0,0,1,0,1,0
53,Male,150,94,2,43,275,High,3146,41.77777777777778,0,1,0,0,0,0,0,0
37,Female,194,103,4,54,956,High,1778,27.367414177914764,0,0,0,0,1,0,1,1
35,Other,176,95,1,102,534,High,1677,30.668904958677686,0,1,0,0,0,0,1,1
29,Other,182,71,1,50,239,High,1713,21.434609346697258,0,0,0,1,0,0,1,1
37,Male,158,97,3,48,720,High,3404,38.85595257170325,0,1,0,0,1,0,1,0
59,Male,166,109,3,100,200,Medium,1847,39.55581361590942,0,0,0,0,1,0,1,0
35,Male,187,75,5,27,465,Medium,1895,21.447567845806283,0,0,0,1,0,1,1,1
31,Male,190,78,0,73,317,Low,3934,21.606648199445985,0,0,0,1,0,1,1,0
43,Female,189,66,2,36,288,Medium,2384,18.47652641303435,0,0,1,0,0,0,0,0
34,Other,160,105,5,55,164,High,2049,41.01562499999999,0,1,0,0,0,0,1,1
57,Male,153,73,5,32,553,High,1607,31.184587124610193,0,0,0,0,0,0,1,1
57,Male,159,101,0,100,874,Medium,1870,39.95095130730588,0,0,0,0,0,0,1,0
49,Other,184,78,0,73,886,Medium,2517,23.03875236294896,0,0,0,1,0,0,1,0
28,Male,183,109,4,47,956,High,3142,32.54800083609543,0,0,0,0,1,0,1,1
18,Male,172,69,4,38,508,Medium,3716,23.323418063818284,0,0,0,0,1,1,0,1
37,Female,186,75,1,57,390,Low,3088,21.678806798473808,0,0,0,1,0,0,1,1
44,Female,152,102,3,11,944,Medium,3379,44.14819944598338,0,1,0,0,1,0,1,0
41,Male,154,115,4,87,854,High,2228,48.490470568392645,0,0,0,0,1,0,1,1
43,Female,187,54,0,24,514,Medium,3401,15.442248848980523,0,0,0,0,0,0,1,0
51,Male,177,70,3,20,638,High,2494,22.34351559258195,0,0,0,0,1,0,1,0
19,Male,184,107,0,73,584,Medium,3379,31.604442344045367,0,1,0,0,0,0,0,0
22,Female,175,72,5,14,914,Medium,1596,23.510204081632654,0,0,0,1,0,1,0,1
